SiO2 Na2O Al2O3 CaO B2O3 K2O MgO Li2O BaO PbO
64.78 9.81 0.0 0.0 0.0 2.6 0.0 0.0 0.0 20.65
71.47 11.83 1.0 8.3 0.0 0.32 5.77 0.0 0.0 0.0
71.52 11.85 1.0 8.31 0.0 0.32 5.78 0.0 0.0 0.0
71.52 11.85 1.0 8.3 0.0 0.32 5.78 0.0 0.0 0.0
71.47 11.84 1.0 8.3 0.0 0.32 5.77 0.0 0.0 0.0
71.47 11.84 1.0 8.3 0.0 0.32 5.77 0.0 0.0 0.0
68.85 6.11 10.03 1.07 0.0 8.04 5.44 0.0 0.39 0.0
65.17 4.22 9.55 5.83 0.94 7.63 6.49 0.0 0.0 0.0
68.87 5.98 10.33 1.06 0.0 7.52 5.58 0.0 0.0 0.0
62.88 1.06 7.11 9.88 0.0 11.9 6.55 0.0 0.0 0.0
64.9 1.11 7.39 6.11 1.97 12.37 3.4 0.0 1.34 0.0
67.95 0.0 8.69 4.86 0.0 14.47 3.38 0.0 0.0 0.0
71.94 13.49 0.59 9.58 0.0 0.63 3.7 0.0 0.0 0.0
63.78 4.52 7.92 9.41 0.0 5.81 4.97 0.0 1.74 0.0
66.35 4.44 8.43 6.13 0.0 5.84 3.41 0.0 2.69 0.0
68.48 11.85 10.58 0.35 0.0 2.28 5.48 0.0 0.0 0.0
65.9 6.54 9.41 6.15 0.0 4.38 3.35 0.0 1.32 0.0
70.7 7.43 3.68 1.51 0.0 5.41 1.05 0.0 2.45 6.53
80.69 6.44 2.69 0.33 7.97 0.0 0.0 1.04 0.08 0.0
68.72 16.59 1.01 5.07 0.0 0.71 4.95 0.0 0.0 0.0
69.98 4.24 1.5 9.81 0.0 4.28 8.79 0.0 0.52 0.0
71.59 4.97 1.73 7.07 0.0 5.27 7.02 0.0 1.27 0.0
70.0 0.53 1.53 6.97 0.0 12.51 5.98 0.0 0.0 0.0
69.26 2.06 2.5 7.97 0.0 9.49 6.97 0.0 0.0 0.0
69.18 1.04 2.52 8.01 0.0 10.49 7.0 0.0 0.0 0.0
57.85 0.0 13.88 10.81 11.03 0.0 3.34 0.0 0.44 0.0
57.15 0.0 13.71 7.6 10.9 0.0 7.6 0.0 0.43 0.0
69.55 6.83 2.42 4.2 1.98 5.65 3.6 2.21 2.85 0.0
69.24 1.96 2.51 7.96 0.0 9.56 6.97 0.0 0.0 0.0
67.16 5.8 6.03 5.72 0.0 6.39 5.84 0.0 0.51 0.0
69.94 4.93 2.51 8.01 0.0 6.75 6.96 0.0 0.0 0.0
67.91 3.55 4.26 7.97 0.0 8.39 5.3 0.0 0.25 0.0
68.94 1.46 4.24 8.28 0.0 9.25 5.76 0.0 0.0 0.0
66.71 9.99 8.49 1.0 0.0 0.0 0.0 12.08 0.0 0.0
66.91 9.99 8.99 0.0 0.0 0.0 0.0 11.98 0.0 0.0
67.31 8.99 9.49 0.0 0.0 0.0 0.0 12.08 0.0 0.0
67.9 9.49 9.99 0.5 0.0 0.0 0.0 9.99 0.0 0.0
67.27 10.5 9.5 0.0 0.0 0.0 0.0 10.2 0.0 0.0
64.91 10.49 8.99 1.5 0.0 0.0 1.3 12.08 0.0 0.0
66.04 10.21 8.71 0.0 0.0 0.0 0.0 12.11 0.0 0.0
64.91 10.49 8.99 1.5 0.0 0.0 1.5 12.48 0.0 0.0
71.17 12.67 1.01 7.52 0.0 0.54 4.93 0.0 0.0 0.0
71.16 12.79 1.01 7.54 0.0 0.54 5.01 0.0 0.0 0.0
71.2 12.51 1.12 7.51 0.0 0.44 5.04 0.0 0.0 0.0
77.86 4.06 3.4 1.24 8.41 2.01 0.0 2.11 0.0 0.0
65.0 0.0 3.0 5.5 24.5 0.0 0.0 0.0 0.0 0.0
66.18 7.45 0.63 4.38 6.21 6.02 4.33 2.17 0.93 0.0
77.07 8.92 0.81 0.47 2.93 8.03 0.48 0.0 0.0 0.0
69.25 0.0 13.39 7.12 5.74 0.0 2.48 0.0 0.65 0.0
70.06 0.0 12.35 8.04 8.09 0.0 0.33 0.0 0.22 0.0
57.73 0.0 6.8 2.25 22.19 1.0 0.0 8.44 0.0 0.0
55.66 4.23 12.22 2.34 17.9 0.0 1.63 4.39 0.0 0.0
57.63 1.05 10.25 2.33 16.42 0.0 2.43 6.56 0.43 0.0
83.47 3.93 1.32 0.0 11.28 0.0 0.0 0.0 0.0 0.0
84.72 2.72 1.3 0.03 11.03 0.0 0.03 0.0 0.0 0.0
69.94 2.0 3.0 14.06 0.0 8.99 0.0 0.0 0.0 0.0
67.94 3.01 6.99 11.52 0.0 8.48 0.0 0.0 0.0 0.0
72.04 4.97 4.03 0.0 0.0 8.51 4.93 0.0 4.02 0.0
63.02 2.0 6.03 8.98 0.0 10.0 7.95 0.0 0.0 0.0
62.01 2.97 5.04 11.98 0.0 8.01 8.96 0.0 0.0 0.0
59.91 1.04 6.01 10.01 0.0 10.0 11.04 0.0 0.0 0.0
58.97 1.04 5.5 9.53 0.0 11.01 12.46 0.0 0.5 0.0
66.15 8.62 7.99 7.9 0.0 3.18 4.04 0.0 0.85 0.0
67.24 8.41 8.31 8.13 0.0 2.77 3.23 0.0 0.85 0.0
67.99 7.73 6.59 8.31 0.0 2.68 2.48 0.0 2.6 0.0
69.53 9.37 6.67 9.42 0.0 1.89 0.0 0.0 2.32 0.0
69.61 7.71 6.84 7.81 0.0 3.03 1.65 0.0 2.6 0.0
66.48 8.53 7.17 8.85 0.0 3.05 3.56 0.0 1.83 0.0
67.05 8.46 6.1 8.76 0.0 3.13 3.25 0.0 1.92 0.0
66.29 7.97 6.18 9.28 1.21 3.1 3.54 0.0 1.27 0.0
67.02 8.48 6.1 8.8 0.0 1.09 3.18 2.15 1.88 0.0
66.97 8.56 6.09 8.65 0.0 2.06 3.21 1.3 1.9 0.0
50.18 0.0 1.35 0.0 15.75 0.0 0.0 0.0 30.98 0.0
50.76 0.0 0.45 0.0 15.93 0.0 0.0 0.0 31.35 0.0
52.82 0.0 4.53 0.0 15.2 0.0 0.0 0.0 27.08 0.0
67.08 8.48 6.11 8.8 0.0 3.1 3.22 0.0 0.89 0.0
66.83 8.5 6.06 8.82 0.0 3.11 3.23 0.0 0.89 0.0
74.35 12.87 0.19 3.95 0.0 5.64 0.0 0.0 0.5 0.0
67.08 12.44 10.62 0.0 0.0 3.1 6.59 0.0 0.0 0.0
65.04 0.0 11.04 5.31 7.13 0.0 8.21 0.0 2.59 0.0
64.82 0.0 11.86 2.99 7.23 0.0 8.33 0.0 2.63 0.0
65.24 0.0 11.94 3.01 7.28 0.0 8.38 0.0 1.98 0.0
65.71 0.0 12.46 0.61 9.37 0.0 6.82 0.0 3.14 0.0
62.62 0.0 10.3 4.5 0.0 0.0 2.5 19.0 0.0 0.0
63.0 0.0 10.0 4.5 0.0 0.0 2.5 19.0 0.0 0.0
66.07 3.0 8.67 9.02 2.76 3.81 6.2 0.0 0.0 0.0
65.02 7.12 7.73 9.55 1.81 2.01 6.25 0.0 0.0 0.0
66.21 6.11 8.05 7.88 3.63 1.34 6.27 0.0 0.0 0.0
66.09 6.1 8.66 8.99 2.72 0.67 6.26 0.0 0.0 0.0
63.63 7.45 9.05 7.05 2.85 2.8 3.27 1.11 1.72 0.0
63.28 5.29 8.36 8.18 2.83 2.78 6.51 0.0 1.71 0.0
68.47 2.07 6.3 8.02 0.92 5.46 6.38 0.0 0.0 0.0
65.7 4.11 7.81 9.65 1.83 4.06 6.32 0.0 0.0 0.0
67.55 8.7 7.46 6.79 0.91 1.35 5.51 0.0 0.0 0.0
66.82 5.23 8.27 8.09 0.0 4.82 4.83 0.0 0.0 0.0
65.83 7.73 8.14 5.7 0.0 3.73 6.34 0.0 0.0 0.0
68.27 5.26 7.67 5.81 0.0 5.54 4.85 0.0 0.0 0.0
66.86 7.86 8.28 5.79 0.0 3.79 4.83 0.0 0.0 0.0
68.18 7.25 6.93 5.72 0.0 3.75 5.57 0.0 0.0 0.0
68.43 6.74 8.21 4.59 0.0 3.75 6.38 0.0 0.0 0.0
69.27 6.3 7.03 8.71 0.0 4.84 1.61 0.0 0.0 0.0
67.91 6.09 6.17 6.73 0.0 4.01 7.8 0.0 0.0 0.0
68.66 6.06 5.53 6.7 0.0 3.99 7.77 0.0 0.0 0.0
68.9 3.11 6.94 8.03 0.0 5.12 3.19 2.15 0.0 0.0
67.09 1.03 2.39 10.5 0.0 10.39 6.83 0.0 0.0 0.0
71.6 4.97 1.73 7.07 0.0 5.27 7.02 0.0 1.27 0.0
69.25 2.06 2.5 7.97 0.0 9.49 6.97 0.0 0.0 0.0
69.17 1.04 2.52 8.01 0.0 10.49 7.0 0.0 0.0 0.0
69.56 6.84 2.42 4.2 1.98 5.65 3.6 2.21 2.85 0.0
73.87 7.26 0.77 0.9 3.16 6.94 3.66 1.68 0.0 0.0
69.3 0.0 3.43 0.0 15.08 7.43 0.0 0.0 4.56 0.0
57.84 0.0 13.88 10.81 11.03 0.0 3.34 0.0 0.44 0.0
57.14 0.0 13.71 7.6 10.9 0.0 7.6 0.0 0.43 0.0
75.35 6.78 1.82 0.01 1.77 5.67 1.43 2.89 1.99 0.0
63.77 0.0 9.48 9.19 4.63 0.0 9.59 0.0 0.84 0.0
62.76 0.0 11.47 9.28 3.74 0.0 9.68 0.0 0.85 0.0
61.38 0.0 9.23 9.51 7.21 0.0 11.67 0.0 0.0 0.0
69.2 2.0 2.5 8.0 0.0 9.5 7.0 0.0 0.0 0.0
73.8 16.43 0.12 1.28 1.72 0.19 5.94 0.0 0.0 0.0
73.31 10.56 0.12 10.61 0.0 0.19 4.73 0.0 0.0 0.0
75.16 10.83 1.2 9.9 1.75 0.19 0.45 0.0 0.0 0.0
50.12 10.05 14.74 14.94 0.0 9.95 0.0 0.0 0.0 0.0
60.07 9.83 9.89 10.03 0.0 10.0 0.0 0.0 0.0 0.0
62.72 0.0 9.95 0.0 0.0 0.0 5.5 19.92 0.0 0.0
62.65 10.23 9.88 0.0 0.0 0.0 5.27 9.98 0.0 0.0
58.61 21.73 4.2 0.0 0.0 0.0 14.04 0.0 0.0 0.0
60.68 22.39 4.23 11.25 0.0 0.0 0.0 0.0 0.0 0.0
62.54 14.98 4.36 11.64 0.0 4.96 0.0 0.0 0.0 0.0
65.29 24.01 4.64 0.0 0.0 0.0 0.0 0.0 4.41 0.0
67.29 15.75 4.79 0.0 0.0 5.92 0.0 0.0 4.55 0.0
78.93 3.52 0.0 0.0 14.55 0.0 0.0 0.95 0.0 0.0
78.73 3.87 0.0 0.0 14.46 0.87 0.0 0.0 0.0 0.0
78.7 3.74 0.0 0.0 14.62 0.0 0.0 0.88 0.0 0.0
78.92 3.59 0.0 0.0 14.6 0.86 0.0 0.0 0.0 0.0
79.22 6.81 1.87 1.13 9.49 0.0 0.0 0.0 0.44 0.0
78.75 6.65 1.89 1.15 9.52 0.0 0.0 0.0 0.4 0.0
63.77 0.0 9.89 0.0 0.0 0.0 5.33 19.88 0.0 0.0
63.2 10.72 9.86 0.0 0.0 0.0 5.17 9.91 0.0 0.0
72.6 0.04 11.64 0.0 0.0 0.006367 0.0 15.66 0.0 0.0
60.61 0.1 25.01 0.0 0.0 0.0 0.0 14.18 0.0 0.0
69.9 15.11 14.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.97 19.9 19.98 0.01 0.0 0.0 0.0 0.0 0.0 0.0
65.94 0.0 15.68 0.01 0.0 18.3 0.0 0.0 0.0 0.0
59.29 15.95 24.64 0.01 0.0 0.0 0.0 0.0 0.0 0.0
60.12 9.99 14.77 0.0 0.0 0.0 0.0 0.0 14.96 0.0
55.71 9.88 14.5 0.0 0.0 0.0 19.82 0.0 0.0 0.0
55.06 9.92 14.15 20.58 0.0 0.0 0.16 0.0 0.0 0.0
60.59 4.95 14.8 0.0 0.0 4.93 14.63 0.0 0.0 0.0
59.68 5.09 14.72 15.3 0.0 4.99 0.12 0.0 0.0 0.0
59.76 4.97 15.33 0.0 0.0 4.85 0.0 0.0 14.97 0.0
55.25 4.99 14.44 0.0 0.0 4.85 0.0 0.0 20.29 0.0
65.51 0.07 15.29 0.0 0.0 0.0 0.0 16.3 0.0 0.0
63.53 6.02 5.0 4.82 0.0 4.97 0.0 0.0 15.43 0.0
64.08 5.73 5.08 14.87 0.0 4.77 0.22 0.0 5.2 0.0
53.8 5.0 10.11 0.0 10.45 5.04 15.5 0.0 0.008375 0.0
51.98 5.08 10.8 15.88 10.96 5.08 0.12 0.0 0.0 0.0
55.19 5.05 9.77 0.0 9.84 5.01 0.0 0.0 14.98 0.0
54.25 5.11 7.74 0.0 9.54 5.1 15.49 0.0 0.0 0.0
54.99 4.97 7.66 0.0 9.76 4.69 0.0 0.0 15.18 0.0
54.62 5.04 7.79 0.0 9.65 5.06 15.44 0.0 0.0 0.0
55.22 4.94 8.22 15.37 8.93 4.83 0.0 0.0 0.0 0.0
56.01 4.9 7.46 0.0 9.39 4.78 0.0 0.0 14.89 0.0
58.71 4.93 6.98 24.6 0.0 0.0 2.5 0.0 0.0 0.0
58.91 0.04 7.02 24.34 0.0 4.9 2.24 0.0 0.0 0.0
58.57 2.62 7.02 24.07 0.0 2.54 2.72 0.0 0.0 0.0
64.05 0.04 7.62 28.09 0.0 0.0 0.0 0.0 0.0 0.0
62.25 0.05 7.93 25.41 0.0 0.0 4.17 0.0 0.0 0.0
63.56 0.09 8.39 5.11 0.0 0.0 22.73 0.0 0.0 0.0
67.79 0.19 8.47 0.01 0.0 0.0 23.39 0.0 0.0 0.0
63.12 10.09 7.59 14.78 0.0 0.0 4.23 0.0 0.0 0.0
62.54 0.11 7.04 15.2 0.0 10.54 4.4 0.0 0.0 0.0
62.16 10.1 17.82 0.0 0.0 9.78 0.0 0.0 0.0 0.0
78.92 3.83 0.0 0.0 14.38 0.0 0.0 0.0 0.0 0.0
78.49 6.67 1.86 2.24 9.2 0.0 0.0 0.0 0.0 0.0
70.82 9.83 3.06 15.06 0.0 0.0 0.0 0.0 0.0 0.0
73.0 8.62 0.0 15.45 1.31 0.0 0.0 0.0 0.0 0.0
70.25 0.03 3.04 15.21 0.0 9.94 0.0 0.0 0.0 0.0
68.53 9.99 3.24 0.0 0.0 0.08 0.0 0.0 16.02 0.0
73.21 10.06 3.08 0.0 0.0 0.0 11.45 0.0 0.0 0.0
72.1 15.05 0.0 12.44 0.0 0.0 0.0 0.0 0.0 0.0
72.96 0.01 0.0 12.21 0.0 14.43 0.0 0.0 0.0 0.0
73.16 0.0 0.0 11.77 0.0 0.0 0.0 14.91 0.0 0.0
72.87 15.52 0.0 0.0 0.0 0.0 0.0 0.0 11.39 0.0
57.84 19.39 0.0 21.83 0.0 0.0 0.13 0.0 0.0 0.0
66.15 15.19 0.37 6.34 6.62 0.52 4.59 0.0 0.0 0.0
60.32 14.43 0.06 17.16 2.55 0.26 5.05 0.0 0.0 0.0
64.74 15.5 2.37 8.03 3.76 0.89 4.45 0.0 0.0 0.0
56.98 14.61 3.19 8.36 7.42 0.68 6.32 0.0 0.0 0.0
57.4 14.47 3.0 8.02 7.54 0.68 6.15 0.0 0.0 0.0
57.9 15.35 3.04 7.79 7.33 0.67 6.75 0.0 0.003945 0.0
65.36 14.24 1.26 9.82 4.02 0.33 4.62 0.0 0.0 0.0
65.4 14.21 1.26 9.79 4.05 0.33 4.55 0.0 0.0 0.0
66.42 14.85 0.35 9.03 4.73 0.08 4.21 0.0 0.0 0.0
66.44 14.97 0.36 8.99 4.68 0.08 4.12 0.0 0.0 0.0
66.41 14.46 0.39 9.57 4.62 0.2 4.26 0.0 0.04 0.0
63.19 13.97 0.55 9.42 8.68 0.26 3.88 0.0 0.0 0.0
63.73 13.95 0.62 9.85 7.6 0.33 3.81 0.0 0.06 0.0
63.98 13.77 0.61 9.84 7.37 0.31 3.9 0.0 0.06 0.0
53.72 20.2 3.03 9.55 5.29 0.37 7.52 0.0 0.0 0.0
57.52 14.39 0.66 8.29 14.25 0.53 4.13 0.0 0.0 0.0
58.7 14.31 0.66 8.23 11.56 0.52 4.11 0.0 1.69 0.0
59.97 14.33 0.68 8.14 8.75 0.5 4.03 0.0 3.37 0.0
50.07 6.07 4.61 13.9 21.04 0.54 3.3 0.0 0.0 0.0
57.42 0.28 0.73 40.83 0.0 0.06 0.58 0.0 0.0 0.0
70.23 0.14 0.86 0.39 0.06 0.13 27.94 0.0 0.0 0.0
61.17 0.07 0.31 16.78 0.0 0.05 19.16 0.0 0.0 0.0
72.36 12.67 1.19 8.61 0.0 0.64 4.5 0.0 0.0 0.0
72.33 12.66 1.19 8.61 0.0 0.64 4.49 0.0 0.0 0.0
72.32 12.66 1.19 8.61 0.0 0.64 4.49 0.0 0.0 0.0
72.27 12.65 1.18 8.61 0.0 0.64 4.49 0.0 0.0 0.0
72.24 12.65 1.18 8.6 0.0 0.64 4.48 0.0 0.0 0.0
99.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
99.75 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
88.24 0.0 9.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.5 25.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.0 0.0 0.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0
68.27 0.0 10.73 1.95 7.86 0.0 5.77 0.0 3.79 0.0
80.42 4.16 0.0 0.23 8.79 3.42 0.0 0.0 2.1 0.0
75.23 4.59 0.0 0.25 5.11 3.78 0.0 0.0 9.29 0.0
62.34 0.0 8.03 0.0 16.75 0.0 0.0 0.0 12.49 0.0
65.92 0.0 9.97 5.26 11.34 0.0 2.21 0.0 2.42 0.0
57.0 6.0 9.5 11.0 4.0 4.5 6.5 0.0 0.0 0.0
72.85 7.38 0.64 7.58 0.94 5.55 0.0 0.0 2.56 0.0
72.08 9.04 0.0 8.71 0.0 4.49 0.0 0.0 3.19 0.0
69.55 10.38 0.32 11.46 0.0 4.1 0.0 0.0 2.52 0.0
79.97 10.79 1.19 3.25 0.0 1.29 3.02 0.0 0.0 0.0
78.98 11.78 1.19 3.25 0.0 1.29 3.02 0.0 0.0 0.0
80.37 11.84 1.2 3.27 0.0 1.3 1.52 0.0 0.0 0.0
79.06 12.78 1.19 2.17 0.0 1.29 3.02 0.0 0.0 0.0
79.14 13.77 1.2 1.09 0.0 1.29 3.02 0.0 0.0 0.0
78.07 13.77 1.19 2.17 0.0 1.29 3.02 0.0 0.0 0.0
78.61 15.63 1.19 1.08 0.0 0.0 3.0 0.0 0.0 0.0
82.52 12.68 0.0 4.31 0.0 0.0 0.0 0.0 0.0 0.0
71.8 16.44 2.35 0.0 0.0 0.0 8.92 0.0 0.0 0.0
68.45 13.82 1.12 0.0 0.0 0.0 8.5 7.65 0.0 0.0
60.97 1.5 3.4 7.41 0.0 0.0 4.3 20.52 0.0 0.0
60.97 1.5 3.4 9.41 0.0 0.0 2.3 20.52 0.0 0.0
62.0 2.0 4.7 7.5 0.0 0.0 4.4 19.2 0.0 0.0
60.2 1.9 4.6 7.3 0.0 0.0 4.3 18.8 0.0 0.0
60.73 0.0 4.6 11.69 0.0 0.0 0.0 20.98 0.0 0.0
60.2 2.9 4.6 4.9 0.0 0.0 6.7 17.8 0.0 0.0
57.06 6.01 9.48 10.95 4.03 4.51 6.48 0.0 0.0 0.0
56.98 5.05 9.8 9.5 4.21 5.52 5.95 0.0 0.0 0.0
57.0 5.24 9.49 9.45 4.0 5.27 6.57 0.0 0.0 0.0
65.72 9.51 1.93 3.5 0.0 6.12 8.12 0.0 3.42 0.0
70.43 12.72 1.05 9.2 0.0 0.38 6.18 0.0 0.0 0.0
66.71 0.0 13.51 9.36 2.73 0.0 5.7 0.0 0.21 0.0
67.72 0.0 12.04 9.21 1.86 0.0 7.21 0.0 0.21 0.0
68.8 0.0 10.6 9.07 0.91 0.0 8.68 0.0 0.21 0.0
68.04 0.0 10.49 6.17 0.9 0.0 12.48 0.0 0.21 0.0
68.0 0.0 10.91 6.17 0.9 0.0 12.48 0.0 0.2 0.0
68.1 0.0 14.15 1.29 4.16 0.0 9.81 0.0 0.43 0.0
71.46 12.54 0.81 8.57 0.0 0.44 6.03 0.0 0.0 0.0
68.0 10.19 0.99 7.99 0.0 1.75 5.65 1.27 4.0 0.0
66.85 0.11 9.7 5.76 10.05 0.0 2.04 0.0 2.55 0.0
54.18 0.53 11.5 0.0 21.52 0.69 1.62 7.63 0.0 0.0
72.71 11.34 0.43 10.03 0.49 3.32 1.55 0.0 0.0 0.0
68.71 15.84 5.9 0.0 6.16 2.61 0.0 0.0 0.0 0.0
68.06 15.84 5.89 0.0 6.16 2.61 0.0 0.0 0.0 0.0
74.76 4.53 4.57 2.03 8.91 1.68 0.0 2.54 0.0 0.0
74.4 3.98 3.82 1.77 8.25 2.67 1.56 2.53 0.0 0.0
74.85 4.7 3.96 2.03 9.1 2.35 0.0 2.12 0.0 0.0
74.84 7.29 5.26 1.67 7.81 0.0 0.0 2.11 0.0 0.0
75.46 6.17 4.65 2.03 8.58 1.07 0.0 1.48 0.0 0.0
75.17 5.54 4.32 2.02 8.05 1.07 0.0 2.74 0.0 0.0
75.73 6.93 5.05 1.33 6.76 0.24 0.0 2.94 0.0 0.0
76.22 5.89 4.65 0.56 7.85 1.26 0.0 2.54 0.0 0.0
59.0 20.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.9 20.0 20.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.46 12.7 3.84 5.76 16.11 0.0 0.0 0.0 0.0 0.0
59.94 12.6 3.82 5.7 15.97 0.0 0.0 0.0 0.0 0.0
66.0 8.54 8.5 4.48 0.0 0.0 2.98 8.0 0.0 0.0
68.7 13.6 0.18 6.08 1.55 0.89 6.68 1.0 0.0 0.0
67.34 12.99 0.84 9.18 0.0 3.19 3.8 0.0 0.0 0.0
66.73 0.0 10.22 8.01 7.67 0.0 5.65 0.0 1.32 0.0
66.54 0.0 10.24 8.03 7.68 0.0 5.66 0.0 1.32 0.0
59.75 0.0 12.01 8.25 9.27 0.0 8.25 0.0 0.64 0.0
55.8 0.0 13.16 23.92 3.85 0.0 0.0 0.0 0.44 0.0
67.37 0.0 8.07 20.26 0.18 0.0 3.43 0.0 0.16 0.0
58.64 0.0 10.05 28.22 0.09 0.0 0.48 0.0 0.21 0.0
70.92 0.0 9.16 1.11 6.26 0.0 12.36 0.0 0.0 0.0
68.07 0.0 10.03 6.27 9.09 0.0 6.34 0.0 0.0 0.0
67.37 0.0 6.51 5.92 18.11 0.0 0.0 0.0 1.9 0.0
64.43 0.0 13.55 10.24 11.51 0.0 0.0 0.0 0.0 0.0
65.6 0.0 10.12 8.91 15.1 0.0 0.0 0.0 0.0 0.0
67.89 0.0 10.76 6.68 11.82 0.0 0.0 0.0 0.0 0.0
69.17 0.0 10.84 6.73 11.23 0.0 0.0 0.0 1.76 0.0
66.54 0.0 10.26 5.94 15.32 0.0 0.0 0.0 0.0 0.0
67.77 0.0 8.37 6.82 12.18 0.0 4.74 0.0 0.0 0.0
67.61 6.66 1.22 0.44 0.0 7.01 1.64 0.0 3.34 9.36
67.14 1.98 4.99 8.62 0.0 8.83 5.76 1.08 0.0 0.0
66.49 1.99 5.02 8.67 0.0 8.88 5.79 1.09 0.0 0.0
64.38 1.99 5.03 8.68 0.0 8.89 7.41 1.09 0.0 0.0
66.55 2.7 6.23 1.19 0.0 8.31 10.28 0.0 2.22 0.0
65.07 3.3 8.35 1.21 0.0 8.89 9.29 0.0 2.89 0.0
65.4 2.1 7.99 9.3 0.0 8.65 4.85 1.09 0.0 0.0
70.94 2.7 5.18 2.98 0.0 8.88 5.98 0.0 2.84 0.0
70.85 2.22 6.41 1.23 0.0 8.55 6.16 1.14 2.92 0.0
66.58 0.0 10.76 5.75 4.63 0.0 9.61 0.0 0.84 0.0
68.06 0.0 11.08 5.03 8.1 0.0 1.75 0.0 4.14 0.0
66.26 5.47 6.03 7.3 0.0 5.03 7.3 0.0 0.0 0.0
68.13 8.46 7.03 6.05 0.0 2.78 6.03 0.0 1.0 0.0
67.83 5.77 5.04 12.06 0.0 5.8 0.97 0.0 0.0 0.0
71.58 0.0 7.24 3.67 10.15 0.0 5.1 0.0 0.0 0.0
73.67 0.0 7.86 4.0 6.45 0.0 5.57 0.0 0.0 0.0
75.64 0.0 7.22 3.09 7.81 0.0 4.29 0.0 0.0 0.0
71.39 0.0 8.61 2.9 11.21 0.0 4.03 0.0 0.0 0.0
75.33 0.0 7.29 2.88 8.36 0.0 4.01 0.0 0.0 0.0
71.56 0.0 8.62 2.9 11.23 0.0 4.04 0.0 0.42 0.0
74.77 0.0 7.55 6.87 7.84 0.0 1.59 0.0 0.0 0.0
72.99 0.0 6.76 2.23 7.2 0.0 9.33 0.0 0.0 0.0
72.88 0.0 6.75 6.69 7.19 0.0 6.21 0.0 0.0 0.0
74.69 0.0 5.81 10.0 6.27 0.0 3.09 0.0 0.0 0.0
52.25 9.31 15.62 6.31 0.0 0.0 4.2 10.81 0.0 0.0
69.6 0.0 10.18 6.99 9.68 0.0 0.8 0.0 0.0 0.0
69.78 0.0 10.2 7.0 9.7 0.0 0.8 0.0 0.0 0.0
69.61 0.0 10.28 8.48 9.48 0.0 0.8 0.0 0.0 0.0
69.8 0.0 10.3 8.5 9.5 0.0 0.8 0.0 0.0 0.0
70.51 0.0 9.98 8.98 9.98 0.0 0.0 0.0 0.0 0.0
70.57 0.0 9.77 9.17 9.95 0.0 0.12 0.0 0.0 0.0
69.1 0.0 10.35 9.8 10.25 0.0 0.15 0.0 0.0 0.0
70.7 0.0 9.48 6.69 10.08 0.0 1.25 0.0 1.3 0.0
69.1 0.0 10.35 9.3 10.25 0.0 0.15 0.0 0.0 0.0
69.63 0.0 10.1 9.45 10.25 0.0 0.15 0.0 0.0 0.0
63.61 15.65 5.3 0.22 0.0 3.19 11.88 0.0 0.0 0.0
64.96 14.61 3.85 0.22 0.0 2.88 13.33 0.0 0.0 0.0
65.67 13.64 3.24 0.21 0.0 2.87 14.14 0.0 0.0 0.0
66.75 14.37 3.86 0.22 0.0 2.77 11.88 0.0 0.0 0.0
64.36 15.06 5.27 0.22 0.0 2.53 12.41 0.0 0.0 0.0
66.21 15.24 5.57 0.55 0.0 2.55 9.64 0.0 0.0 0.0
64.29 15.2 8.07 0.56 0.0 2.6 9.2 0.0 0.0 0.0
66.83 15.25 6.1 1.0 0.0 2.57 8.17 0.0 0.0 0.0
66.09 15.92 6.74 0.56 0.0 2.39 8.06 0.0 0.0 0.0
65.21 16.4 8.78 0.0 0.0 2.36 7.09 0.0 0.0 0.0
70.7 0.0 9.48 6.69 10.08 0.0 1.25 0.0 0.0 0.0
65.87 0.0 0.0 0.0 0.0 1.23 0.0 30.6 0.0 0.0
66.99 0.0 1.88 0.0 0.0 1.87 0.0 27.97 0.0 0.0
68.59 0.0 5.05 1.09 0.0 0.0 0.0 22.52 0.0 0.0
63.09 18.84 0.36 15.89 0.0 0.0 0.0 0.0 0.0 0.0
65.2 14.06 0.0 14.79 0.0 0.0 4.47 0.0 0.0 0.0
61.24 0.0 36.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.52 15.25 0.58 7.48 8.48 0.0 4.17 0.0 0.0 0.0
65.44 14.27 1.25 9.83 4.09 0.33 4.5 0.0 0.003934 0.0
66.48 15.0 0.36 8.99 4.65 0.08 4.17 0.0 0.0 0.0
62.42 15.11 2.5 7.48 4.62 0.97 6.78 0.0 0.04 0.0
