SiO2 Na2O Al2O3 CaO B2O3 K2O MgO Li2O BaO PbO
68.59 0.0 0.0 0.0 0.0 0.0 0.0 29.45 0.0 0.0
69.09 0.0 0.0 0.0 0.0 0.0 0.0 29.67 0.0 0.0
69.61 0.0 0.0 0.0 0.0 0.0 0.0 29.89 0.0 0.0
69.95 0.0 0.0 0.0 0.0 0.0 0.0 30.05 0.0 0.0
64.5 0.0 0.0 0.0 0.0 33.4 0.0 0.0 0.0 0.0
65.0 0.0 0.0 0.0 0.0 34.2 0.0 0.0 0.0 0.0
63.11 0.0 0.0 0.0 0.0 34.21 0.0 0.0 0.0 0.0
72.25 0.0 0.0 0.0 0.0 25.13 0.0 0.0 0.0 0.0
76.33 0.0 7.87 0.0 0.0 0.0 0.0 0.0 15.8 0.0
68.55 0.0 8.6 0.0 0.0 0.0 0.0 0.0 22.85 0.0
58.66 0.0 9.56 0.0 0.0 0.0 0.0 0.0 31.78 0.0
52.9 0.0 18.3 0.0 0.0 0.0 28.8 0.0 0.0 0.0
57.4 0.0 14.6 0.0 0.0 0.0 28.0 0.0 0.0 0.0
55.4 0.0 22.3 0.0 0.0 0.0 22.3 0.0 0.0 0.0
60.0 0.0 6.0 0.0 0.0 0.0 34.0 0.0 0.0 0.0
64.9 0.0 9.2 25.9 0.0 0.0 0.0 0.0 0.0 0.0
65.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 33.0 0.0
70.6 0.0 15.0 14.4 0.0 0.0 0.0 0.0 0.0 0.0
74.0 0.0 13.2 12.8 0.0 0.0 0.0 0.0 0.0 0.0
80.0 0.0 10.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 0.0 5.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 0.0 13.0 27.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 0.0 18.0 22.0 0.0 0.0 0.0 0.0 0.0 0.0
62.0 0.0 20.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 0.0 25.0 15.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 0.0 30.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0
71.89 13.29 0.99 10.21 0.0 1.01 2.51 0.0 0.08 0.0
82.85 3.52 1.4 0.0 11.44 0.79 0.0 0.0 0.0 0.0
95.3 0.0 0.0 0.0 4.38 0.32 0.0 0.0 0.0 0.0
72.27 0.41 2.26 0.0 17.41 5.72 0.0 1.93 0.0 0.0
78.23 5.97 2.46 1.68 10.44 1.06 0.0 0.0 0.16 0.0
74.06 1.52 0.55 0.33 22.32 0.8 0.0 0.42 0.0 0.0
77.18 2.54 0.0 0.0 0.0 10.02 0.0 0.0 0.0 8.81
78.37 6.17 0.0 7.5 0.36 7.6 0.0 0.0 0.0 0.0
76.27 7.72 3.36 0.0 0.0 6.03 0.0 1.37 5.22 0.0
79.23 4.96 10.8 0.0 0.0 0.0 0.0 5.0 0.0 0.0
75.0 6.25 12.5 0.0 0.0 0.0 0.0 6.25 0.0 0.0
66.7 0.0 17.06 8.43 0.0 0.0 7.81 0.0 0.0 0.0
67.82 0.0 15.45 7.2 0.0 0.0 9.53 0.0 0.0 0.0
73.56 0.0 13.57 5.77 0.0 0.0 7.1 0.0 0.0 0.0
51.7 0.0 0.0 32.26 0.0 0.0 16.04 0.0 0.0 0.0
52.94 0.0 0.0 23.53 0.0 0.0 23.53 0.0 0.0 0.0
54.32 0.0 0.0 15.1 0.0 0.0 30.58 0.0 0.0 0.0
73.56 15.9 0.0 9.94 0.0 0.0 0.0 0.0 0.0 0.0
73.27 15.84 0.0 9.9 0.0 0.0 0.0 0.0 0.0 0.0
73.12 15.81 0.0 9.88 0.0 0.0 0.0 0.0 0.0 0.0
73.05 15.79 0.0 9.87 0.0 0.0 0.0 0.0 0.0 0.0
72.94 15.77 0.0 9.86 0.0 0.0 0.0 0.0 0.0 0.0
72.62 15.7 0.0 9.81 0.0 0.0 0.0 0.0 0.0 0.0
72.12 15.59 0.0 9.75 0.0 0.0 0.0 0.0 0.0 0.0
71.91 15.55 0.0 9.72 0.0 0.0 0.0 0.0 0.0 0.0
76.6 23.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.6 22.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.45 22.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.24 3.72 1.18 0.56 10.68 0.62 0.0 0.0 0.0 0.0
52.67 0.0 4.98 27.21 0.0 0.0 0.0 15.13 0.0 0.0
60.61 3.46 0.0 0.0 0.0 7.43 0.0 0.0 21.19 5.39
70.37 2.55 0.0 0.0 0.0 7.09 0.0 1.39 9.25 6.84
70.48 2.23 0.0 2.9 0.0 5.87 0.0 1.36 7.56 7.03
75.87 1.85 0.0 0.0 0.0 6.09 0.0 1.29 3.83 9.36
75.76 6.74 4.15 0.48 10.56 1.67 0.33 0.0 0.0 0.0
74.1 6.49 3.97 2.59 10.91 1.54 0.01 0.0 0.0 0.0
55.28 0.0 0.0 12.21 5.57 0.0 3.07 21.11 0.0 0.0
56.79 0.0 0.0 11.81 5.71 0.0 2.74 21.62 0.0 0.0
57.27 0.0 2.56 8.29 5.0 0.0 0.0 21.4 2.65 0.0
51.73 0.0 0.0 6.77 7.35 0.0 8.51 22.79 0.0 0.0
67.02 9.48 0.0 9.64 1.45 7.38 0.0 0.0 1.85 1.57
66.37 8.87 0.0 8.66 1.02 7.43 0.0 0.47 1.49 4.41
63.52 15.34 9.17 0.22 0.0 7.53 0.6 3.49 0.0 0.0
67.79 13.63 1.05 16.39 0.0 0.0 0.85 0.0 0.29 0.0
69.64 14.49 0.56 14.72 0.0 0.0 0.44 0.0 0.15 0.0
70.31 14.79 0.38 14.1 0.0 0.0 0.31 0.0 0.1 0.0
70.86 15.05 0.23 13.6 0.0 0.0 0.19 0.0 0.06 0.0
71.45 15.32 0.07 13.08 0.0 0.0 0.05 0.0 0.02 0.0
71.74 15.45 0.0 12.81 0.0 0.0 0.0 0.0 0.0 0.0
74.86 13.84 0.92 10.38 0.0 0.0 0.0 0.0 0.0 0.0
73.59 13.83 0.92 11.66 0.0 0.0 0.0 0.0 0.0 0.0
73.88 14.41 0.8 10.91 0.0 0.0 0.0 0.0 0.0 0.0
73.96 14.42 0.92 10.7 0.0 0.0 0.0 0.0 0.0 0.0
73.75 14.73 0.92 10.6 0.0 0.0 0.0 0.0 0.0 0.0
73.68 15.02 0.92 10.38 0.0 0.0 0.0 0.0 0.0 0.0
71.49 12.83 1.37 6.54 0.0 1.04 6.12 0.0 0.0 0.0
71.66 12.8 1.37 6.53 0.0 1.04 6.11 0.0 0.0 0.0
71.78 12.79 1.37 6.52 0.0 1.04 6.1 0.0 0.0 0.0
71.89 12.77 1.37 6.51 0.0 1.04 6.09 0.0 0.0 0.0
99.42 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
97.04 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.6 0.0 0.29 11.95 0.0 9.97 3.13 0.0 0.0 0.0
55.37 0.0 8.46 21.97 9.29 0.33 4.58 0.0 0.0 0.0
68.03 0.0 15.46 0.01 0.01 0.18 16.24 0.0 0.0 0.0
60.53 0.89 7.31 24.84 0.0 0.0 5.19 0.0 0.0 0.0
65.0 0.0 35.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.0 7.5 0.0 0.0 0.0 17.5 0.0 0.0 0.0 0.0
60.0 32.0 8.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 17.5 22.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 0.0 17.5 22.5 0.0 0.0 0.0 0.0 0.0 0.0
60.0 32.0 0.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0
60.0 17.5 0.0 0.0 22.5 0.0 0.0 0.0 0.0 0.0
93.86 0.0 6.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.79 0.0 28.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.92 0.0 37.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0
53.08 0.0 46.92 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.0 17.75 0.0 0.0 0.0 0.0 0.0 7.25 0.0 0.0
75.0 7.5 0.0 0.0 0.0 0.0 0.0 17.5 0.0 0.0
66.5 12.02 0.73 8.25 1.93 0.0 5.33 0.0 0.0 4.82
60.05 10.56 1.6 7.25 4.52 0.0 4.68 0.0 0.0 11.29
50.66 8.45 2.83 5.79 8.15 0.0 3.74 0.0 0.0 20.33
71.75 13.2 0.08 9.05 0.0 0.0 5.85 0.0 0.0 0.0
67.8 16.1 0.0 0.0 0.0 0.0 16.1 0.0 0.0 0.0
68.8 10.6 0.0 0.0 0.0 4.7 15.9 0.0 0.0 0.0
68.83 7.79 0.0 0.0 0.0 7.79 15.58 0.0 0.0 0.0
67.5 5.4 0.0 0.0 0.0 10.2 16.9 0.0 0.0 0.0
58.29 39.31 0.0 0.0 0.0 0.0 2.4 0.0 0.0 0.0
55.81 39.35 0.0 0.0 0.0 0.0 4.84 0.0 0.0 0.0
50.86 39.44 0.0 0.0 0.0 0.0 9.7 0.0 0.0 0.0
58.23 39.27 0.0 2.5 0.0 0.0 0.0 0.0 0.0 0.0
55.97 39.51 0.0 4.52 0.0 0.0 0.0 0.0 0.0 0.0
50.69 39.29 0.0 10.02 0.0 0.0 0.0 0.0 0.0 0.0
58.16 39.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
58.2 39.25 0.0 0.0 0.0 0.0 0.0 0.0 2.55 0.0
55.66 39.25 0.0 0.0 0.0 0.0 0.0 0.0 5.09 0.0
53.13 39.25 0.0 0.0 0.0 0.0 0.0 0.0 7.62 0.0
50.61 39.24 0.0 0.0 0.0 0.0 0.0 0.0 10.15 0.0
59.86 0.0 0.0 0.0 0.0 0.0 0.0 40.14 0.0 0.0
53.71 0.0 0.0 0.0 0.0 0.0 0.0 46.29 0.0 0.0
56.5 0.0 0.0 0.0 0.0 0.0 0.0 40.59 0.0 0.0
76.28 22.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.32 21.81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.71 22.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.55 22.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.64 22.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.45 0.0 0.0 0.0 0.0 0.0 0.0 15.49 0.0 0.0
82.42 0.0 0.0 0.0 0.0 0.0 0.0 15.58 0.0 0.0
84.68 0.0 0.0 0.0 0.0 0.0 0.0 15.31 0.0 0.0
84.84 0.0 0.0 0.0 0.0 0.0 0.0 15.15 0.0 0.0
62.4 25.44 5.8 0.0 0.0 0.0 0.0 6.36 0.0 0.0
62.4 19.08 5.8 0.0 0.0 0.0 0.0 12.72 0.0 0.0
59.43 16.88 5.52 0.0 0.0 0.0 0.0 18.17 0.0 0.0
62.4 6.36 5.8 0.0 0.0 0.0 0.0 25.44 0.0 0.0
62.4 0.0 5.8 0.0 0.0 0.0 0.0 31.8 0.0 0.0
70.0 0.0 0.0 0.0 0.0 0.0 0.0 10.0 20.0 0.0
70.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 10.0 0.0
70.0 0.0 0.0 0.0 0.0 0.0 0.0 25.0 5.0 0.0
70.0 10.0 0.0 0.0 0.0 0.0 0.0 0.0 20.0 0.0
70.0 25.0 0.0 0.0 0.0 0.0 0.0 0.0 5.0 0.0
70.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 15.0 0.0
70.0 0.0 0.0 0.0 0.0 25.0 0.0 0.0 5.0 0.0
70.0 0.0 0.0 0.0 10.0 0.0 0.0 0.0 20.0 0.0
99.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.99 15.02 0.0 19.99 0.0 0.0 0.0 0.0 0.0 0.0
64.51 14.91 0.0 19.84 0.0 0.0 0.0 0.0 0.0 0.0
64.04 14.8 0.0 19.69 0.0 0.0 0.0 0.0 0.0 0.0
63.1 14.58 0.0 19.42 0.0 0.0 0.0 0.0 0.0 0.0
71.48 13.72 0.69 6.78 0.0 0.75 6.34 0.0 0.0 0.0
64.52 14.89 0.0 19.85 0.0 0.0 0.0 0.0 0.0 0.0
64.04 14.78 0.0 19.71 0.0 0.0 0.0 0.0 0.0 0.0
63.11 14.57 0.0 19.42 0.0 0.0 0.0 0.0 0.0 0.0
72.5 0.0 0.0 0.0 0.0 0.0 0.0 27.5 0.0 0.0
70.0 7.0 0.0 0.0 23.0 0.0 0.0 0.0 0.0 0.0
69.82 4.55 0.0 0.0 25.63 0.0 0.0 0.0 0.0 0.0
67.63 8.57 0.0 0.0 23.8 0.0 0.0 0.0 0.0 0.0
66.7 0.0 0.0 0.0 0.0 16.65 0.0 16.65 0.0 0.0
66.7 0.0 0.0 0.0 0.0 8.3 0.0 25.0 0.0 0.0
60.0 0.0 22.0 18.0 0.0 0.0 0.0 0.0 0.0 0.0
50.51 0.0 33.33 16.16 0.0 0.0 0.0 0.0 0.0 0.0
75.0 15.0 0.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0
58.06 1.01 9.13 25.06 4.72 0.0 0.0 0.0 0.0 0.0
58.61 1.12 9.13 24.4 4.72 0.0 0.0 0.0 0.0 0.0
58.19 1.12 9.54 24.48 4.66 0.0 0.0 0.0 0.0 0.0
57.89 1.43 9.07 24.96 4.64 0.0 0.0 0.0 0.0 0.0
58.39 1.43 9.13 24.39 4.64 0.0 0.0 0.0 0.0 0.0
58.0 1.44 9.46 24.45 4.65 0.0 0.0 0.0 0.0 0.0
85.39 14.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
76.56 23.44 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.01 13.0 0.0 5.13 0.0 0.0 12.85 0.0 0.0 0.0
71.29 13.43 0.0 13.79 0.0 0.0 1.47 0.0 0.0 0.0
72.36 8.01 0.0 0.0 19.63 0.0 0.0 0.0 0.0 0.0
59.89 10.18 0.0 0.0 29.93 0.0 0.0 0.0 0.0 0.0
78.64 9.9 0.0 0.0 11.46 0.0 0.0 0.0 0.0 0.0
67.89 5.06 0.0 0.0 27.05 0.0 0.0 0.0 0.0 0.0
72.19 7.81 0.0 0.66 19.34 0.0 0.0 0.0 0.0 0.0
70.19 8.0 0.0 2.21 19.6 0.0 0.0 0.0 0.0 0.0
72.41 8.02 0.0 0.0 19.19 0.0 0.0 0.0 0.0 0.0
71.56 8.04 0.0 0.0 19.25 0.0 0.0 0.0 0.0 0.0
71.99 8.03 0.0 0.0 19.22 0.0 0.0 0.0 0.0 0.0
78.85 7.65 0.0 0.0 12.74 0.0 0.0 0.0 0.0 0.0
63.16 0.0 5.26 31.58 0.0 0.0 0.0 0.0 0.0 0.0
70.0 0.0 0.0 0.0 20.0 0.0 0.0 10.0 0.0 0.0
80.0 0.0 0.0 0.0 10.0 0.0 0.0 10.0 0.0 0.0
59.05 0.0 0.0 0.0 0.0 1.41 0.0 7.42 31.82 0.0
54.52 11.9 0.0 0.0 0.0 0.0 0.0 0.0 33.1 0.0
51.51 0.0 0.0 0.0 0.0 12.51 0.0 0.0 35.25 0.0
70.6 12.4 0.6 10.5 0.0 0.0 5.9 0.0 0.0 0.0
93.87 0.0 6.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.9 0.0 9.4 11.4 4.6 0.0 11.1 0.0 2.6 0.0
97.4 0.0 0.0 0.0 2.59 0.0 0.0 0.0 0.0 0.0
79.88 3.95 12.1 0.0 0.0 0.0 0.0 4.07 0.0 0.0
79.8 5.0 10.16 0.0 0.0 0.0 0.0 5.04 0.0 0.0
79.81 5.86 8.12 0.0 0.0 0.0 0.0 6.21 0.0 0.0
79.81 6.93 6.21 0.0 0.0 0.0 0.0 7.05 0.0 0.0
79.71 7.97 4.23 0.0 0.0 0.0 0.0 8.09 0.0 0.0
66.49 0.0 23.54 0.0 0.0 0.0 0.0 9.97 0.0 0.0
66.46 0.0 8.43 0.0 0.0 0.0 0.0 25.11 0.0 0.0
66.37 0.0 10.16 0.0 0.0 0.0 0.0 23.47 0.0 0.0
66.55 0.0 11.9 0.0 0.0 0.0 0.0 21.55 0.0 0.0
66.58 0.0 20.04 0.0 0.0 0.0 0.0 13.38 0.0 0.0
66.53 0.0 16.87 0.0 0.0 0.0 0.0 16.6 0.0 0.0
52.0 0.0 0.0 32.0 0.0 0.0 16.0 0.0 0.0 0.0
52.0 0.0 4.0 29.33 0.0 0.0 14.67 0.0 0.0 0.0
52.0 0.0 8.0 26.67 0.0 0.0 13.33 0.0 0.0 0.0
52.0 0.0 11.0 24.67 0.0 0.0 12.33 0.0 0.0 0.0
52.0 0.0 12.0 24.0 0.0 0.0 12.0 0.0 0.0 0.0
52.0 0.0 14.0 22.67 0.0 0.0 11.33 0.0 0.0 0.0
52.0 0.0 16.0 21.33 0.0 0.0 10.67 0.0 0.0 0.0
52.0 0.0 18.0 20.0 0.0 0.0 10.0 0.0 0.0 0.0
52.0 0.0 19.2 19.2 0.0 0.0 9.6 0.0 0.0 0.0
52.0 0.0 20.0 18.67 0.0 0.0 9.33 0.0 0.0 0.0
52.0 0.0 21.0 18.0 0.0 0.0 9.0 0.0 0.0 0.0
52.0 0.0 22.0 17.33 0.0 0.0 8.67 0.0 0.0 0.0
52.0 0.0 24.0 16.0 0.0 0.0 8.0 0.0 0.0 0.0
52.94 0.0 8.0 19.53 0.0 0.0 19.53 0.0 0.0 0.0
52.94 0.0 11.76 17.65 0.0 0.0 17.65 0.0 0.0 0.0
52.94 0.0 13.64 16.71 0.0 0.0 16.71 0.0 0.0 0.0
52.94 0.0 14.58 16.24 0.0 0.0 16.24 0.0 0.0 0.0
52.94 0.0 15.69 15.69 0.0 0.0 15.68 0.0 0.0 0.0
52.94 0.0 16.94 15.06 0.0 0.0 15.06 0.0 0.0 0.0
52.94 0.0 18.82 14.12 0.0 0.0 14.12 0.0 0.0 0.0
52.94 0.0 21.18 12.94 0.0 0.0 12.94 0.0 0.0 0.0
52.93 0.0 23.53 11.77 0.0 0.0 11.77 0.0 0.0 0.0
52.94 0.0 25.41 10.83 0.0 0.0 10.82 0.0 0.0 0.0
52.94 0.0 27.29 9.89 0.0 0.0 9.88 0.0 0.0 0.0
52.94 0.0 29.18 8.94 0.0 0.0 8.94 0.0 0.0 0.0
53.86 0.0 0.0 15.38 0.0 0.0 30.76 0.0 0.0 0.0
53.86 0.0 2.0 14.71 0.0 0.0 29.43 0.0 0.0 0.0
53.86 0.0 3.7 14.15 0.0 0.0 28.29 0.0 0.0 0.0
53.85 0.0 5.5 13.55 0.0 0.0 27.1 0.0 0.0 0.0
53.87 0.0 8.0 12.71 0.0 0.0 25.42 0.0 0.0 0.0
53.85 0.0 10.0 12.05 0.0 0.0 24.1 0.0 0.0 0.0
53.85 0.0 11.54 11.54 0.0 0.0 23.07 0.0 0.0 0.0
53.86 0.0 13.0 11.05 0.0 0.0 22.09 0.0 0.0 0.0
53.86 0.0 16.0 10.05 0.0 0.0 20.09 0.0 0.0 0.0
53.85 0.0 19.0 9.05 0.0 0.0 18.1 0.0 0.0 0.0
53.86 0.0 23.07 7.69 0.0 0.0 15.38 0.0 0.0 0.0
64.15 9.45 11.95 0.0 3.67 0.04 0.0 10.73 0.0 0.0
75.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 8.7
75.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0 0.0 13.1
75.0 0.0 0.0 0.0 0.0 5.0 0.0 0.0 0.0 17.5
70.0 0.0 0.0 0.0 0.0 10.0 0.0 0.0 0.0 17.5
70.0 0.0 0.0 0.0 0.0 15.0 0.0 0.0 0.0 13.1
73.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0 0.0 17.5
73.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0 0.0 18.0
73.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0 0.0 18.4
73.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0 0.0 18.7
73.0 0.0 0.0 0.0 0.0 7.0 0.0 0.0 0.0 20.0
85.0 3.5 4.5 0.0 7.0 0.0 0.0 0.0 0.0 0.0
80.0 5.0 6.0 0.0 9.0 0.0 0.0 0.0 0.0 0.0
70.0 7.0 9.0 0.0 14.0 0.0 0.0 0.0 0.0 0.0
60.0 9.0 12.0 0.0 19.0 0.0 0.0 0.0 0.0 0.0
71.33 15.65 0.0 13.01 0.0 0.0 0.0 0.0 0.0 0.0
77.7 7.19 0.0 0.0 0.0 6.28 0.0 0.0 0.0 8.61
77.7 7.2 1.04 0.0 0.0 6.27 0.0 0.0 0.0 7.59
77.71 7.19 2.18 0.0 0.0 6.3 0.0 0.0 0.0 6.41
77.74 7.15 4.41 0.0 0.0 6.3 0.0 0.0 0.0 4.19
77.69 7.22 6.62 0.0 0.0 6.28 0.0 0.0 0.0 2.0
76.56 7.25 0.98 0.0 0.0 6.34 0.0 0.0 0.0 8.65
75.44 7.27 2.21 0.0 0.0 6.27 0.0 0.0 0.0 8.6
73.32 7.23 4.4 0.0 0.0 6.26 0.0 0.0 0.0 8.6
71.1 7.21 6.64 0.0 0.0 6.26 0.0 0.0 0.0 8.6
91.84 8.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
88.49 11.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.43 14.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
82.79 17.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.42 19.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
77.84 22.16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.23 24.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.19 25.81 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.41 26.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70.91 29.09 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.79 32.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.05 34.95 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.45 38.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
56.18 43.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
51.92 48.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
95.14 4.86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
86.5 13.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85.53 14.47 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
80.83 19.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.76 24.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.29 26.71 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.44 28.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.24 31.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.83 33.17 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.45 34.55 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.21 34.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
62.22 37.78 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.08 38.92 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
56.44 43.56 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
51.57 48.43 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.62 0.0 0.0 0.0 0.0 0.0 0.0 26.38 0.0 0.0
70.75 0.0 0.0 0.0 0.0 0.0 0.0 29.25 0.0 0.0
69.22 0.0 0.0 0.0 0.0 0.0 0.0 30.78 0.0 0.0
68.33 0.0 0.0 0.0 0.0 0.0 0.0 31.67 0.0 0.0
63.54 0.0 0.0 0.0 0.0 0.0 0.0 36.46 0.0 0.0
62.23 0.0 0.0 0.0 0.0 0.0 0.0 37.77 0.0 0.0
58.43 0.0 0.0 0.0 0.0 0.0 0.0 41.57 0.0 0.0
86.49 13.51 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
83.16 16.84 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75.86 24.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
74.51 25.49 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73.61 26.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
72.94 27.06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
71.73 28.27 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.76 30.24 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
69.47 30.53 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.77 31.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
68.03 31.97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.9 32.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.75 32.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.26 32.74 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67.21 32.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.85 33.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
66.41 33.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
65.41 34.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.71 35.29 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64.31 35.69 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.85 36.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.5 36.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63.3 36.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
61.9 38.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60.43 39.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.79 40.21 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59.72 40.28 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
52.39 47.61 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
88.44 0.0 0.0 0.0 0.0 11.56 0.0 0.0 0.0 0.0
88.35 0.0 0.0 0.0 0.0 11.65 0.0 0.0 0.0 0.0
86.99 0.0 0.0 0.0 0.0 13.01 0.0 0.0 0.0 0.0
86.98 0.0 0.0 0.0 0.0 13.02 0.0 0.0 0.0 0.0
86.68 0.0 0.0 0.0 0.0 13.32 0.0 0.0 0.0 0.0
86.26 0.0 0.0 0.0 0.0 13.74 0.0 0.0 0.0 0.0
85.56 0.0 0.0 0.0 0.0 14.44 0.0 0.0 0.0 0.0
85.31 0.0 0.0 0.0 0.0 14.69 0.0 0.0 0.0 0.0
84.7 0.0 0.0 0.0 0.0 15.3 0.0 0.0 0.0 0.0
84.56 0.0 0.0 0.0 0.0 15.44 0.0 0.0 0.0 0.0
84.2 0.0 0.0 0.0 0.0 15.8 0.0 0.0 0.0 0.0
83.86 0.0 0.0 0.0 0.0 16.14 0.0 0.0 0.0 0.0
83.73 0.0 0.0 0.0 0.0 16.27 0.0 0.0 0.0 0.0
83.67 0.0 0.0 0.0 0.0 16.33 0.0 0.0 0.0 0.0
83.58 0.0 0.0 0.0 0.0 16.42 0.0 0.0 0.0 0.0
83.49 0.0 0.0 0.0 0.0 16.51 0.0 0.0 0.0 0.0
