SiO2 Na2O B2O3 CaO Al2O3 K2O Li2O MgO PbO BaO TiO2 GeO2 ZnO "Young's Modulus at RT ( GPa )" "Density at RT ( g/cm3 )"
59.85 15.85 0.0 6.52 15.97 0.0 0.0 1.65 0.0 0.0 0.0 0.0 0.0 76.8 2.516
59.73 15.75 0.0 3.23 16.0 0.0 0.0 5.14 0.0 0.0 0.0 0.0 0.0 76.6 2.5
59.91 15.79 0.0 2.4 15.99 0.0 0.0 5.76 0.0 0.0 0.0 0.0 0.0 77.0 2.496
60.11 15.82 0.0 1.57 15.96 0.0 0.0 6.39 0.0 0.0 0.0 0.0 0.0 76.7 2.492
59.93 15.83 0.0 0.78 15.98 0.0 0.0 7.33 0.0 0.0 0.0 0.0 0.0 76.7 2.49
60.08 14.67 0.0 2.38 15.99 1.07 0.0 5.65 0.0 0.0 0.0 0.0 0.0 77.2 2.5
60.0 13.86 0.0 2.39 15.99 1.87 0.0 5.74 0.0 0.0 0.0 0.0 0.0 77.3 2.495
61.92 15.0 0.0 2.28 15.18 0.0 0.0 5.46 0.0 0.0 0.0 0.0 0.0 76.0 2.485
66.19 0.0 0.0 10.48 12.27 0.0 0.0 10.85 0.0 0.0 0.0 0.0 0.0 91.0 2.55
62.89 0.0 16.23 9.54 7.32 0.0 0.0 2.54 0.0 0.0 0.0 0.0 0.0 69.1656 2.38
63.13 0.0 16.55 8.12 8.45 0.0 0.0 2.54 0.0 0.0 0.0 0.0 0.0 69.1656 2.351
61.61 0.0 16.81 8.39 8.0 0.0 0.0 2.94 0.0 0.0 0.0 0.0 0.0 69.1656 2.387
61.09 0.0 16.89 8.96 8.96 0.0 0.0 2.85 0.0 0.0 0.0 0.0 0.0 69.1656 2.367
60.88 0.0 16.72 10.66 7.51 0.0 0.0 2.79 0.0 0.0 0.0 0.0 0.0 69.1656 2.385
64.3 0.0 14.39 9.78 7.5 0.0 0.0 2.61 0.0 0.0 0.0 0.0 0.0 70.0902 2.394
61.88 0.0 17.76 9.39 7.11 0.0 0.0 2.5 0.0 0.0 0.0 0.0 0.0 66.9438 2.365
62.67 0.0 16.4 7.59 7.3 0.0 0.0 3.62 0.0 0.0 0.0 0.0 0.0 67.9719 2.388
63.24 0.0 15.77 9.65 7.35 0.0 0.0 3.62 0.0 0.0 0.0 0.0 0.0 68.4135 2.352
63.17 0.0 15.89 11.76 7.32 0.0 0.0 1.54 0.0 0.0 0.0 0.0 0.0 69.3588 2.363
64.11 0.05 0.0 14.0 9.59 0.06 1.51 9.67 0.0 0.0 0.4 0.0 0.0 88.9 2.62
59.31 0.03 8.23 7.52 9.8 0.05 1.3 10.98 0.0 0.0 0.02 0.0 0.0 85.9 2.53
61.99 0.05 0.0 6.46 10.61 0.07 2.22 16.76 0.0 0.0 0.41 0.0 0.0 94.7 2.65
62.55 0.04 0.0 6.62 10.69 0.07 1.7 16.83 0.0 0.0 0.45 0.0 0.0 93.1 2.64
70.3 0.0 1.76 5.25 13.43 0.0 0.0 4.05 0.0 3.87 0.0 0.0 0.0 82.9 2.605
70.58 0.0 1.85 4.86 13.31 0.0 0.0 3.94 0.0 4.14 0.0 0.0 0.0 82.3 2.609
69.72 0.0 1.56 6.51 13.77 0.0 0.0 2.87 0.0 3.2 0.0 0.0 0.0 83.3 2.613
70.73 0.0 1.71 5.08 13.16 0.0 0.0 3.9 0.0 4.08 0.0 0.0 0.0 82.4 2.609
70.66 0.0 1.66 5.3 13.07 0.0 0.0 4.12 0.0 3.85 0.0 0.0 0.0 82.7 2.597
70.41 0.0 1.79 5.19 13.32 0.0 0.0 4.13 0.0 3.72 0.0 0.0 0.0 82.8 2.599
69.33 0.0 1.72 7.45 13.97 0.0 0.0 2.72 0.0 4.1 0.0 0.0 0.0 83.6 2.62
70.66 0.0 1.79 5.16 13.3 0.0 0.0 3.82 0.0 3.56 0.0 0.0 0.0 82.6 2.6
69.89 0.0 1.32 6.01 13.96 0.0 0.0 2.81 0.0 3.07 0.0 0.0 0.0 83.3 2.623
70.49 0.0 1.5 5.77 13.14 0.0 0.0 3.86 0.0 3.48 0.0 0.0 0.0 83.5 2.602
70.86 0.0 1.59 6.09 13.44 0.0 0.0 3.25 0.0 4.23 0.0 0.0 0.0 82.0 2.599
69.84 0.0 1.7 5.05 13.34 0.0 0.0 5.23 0.0 3.64 0.0 0.0 0.0 83.9 2.602
70.35 0.0 1.62 5.43 13.32 0.0 0.0 4.35 0.0 3.58 0.0 0.0 0.0 82.9 2.601
68.95 0.0 1.8 4.74 13.98 0.0 0.0 5.68 0.0 3.4 0.0 0.0 0.0 84.7 2.605
69.91 0.0 1.5 5.09 13.83 0.0 0.0 4.75 0.0 3.44 0.0 0.0 0.0 83.5 2.602
70.92 0.0 1.74 5.2 13.28 0.0 0.0 3.71 0.0 3.87 0.0 0.0 0.0 82.5 2.597
70.67 0.0 1.56 5.48 13.0 0.0 0.0 4.41 0.0 3.7 0.0 0.0 0.0 83.4 2.597
70.06 0.0 1.73 5.3 13.48 0.0 0.0 4.43 0.0 3.68 0.0 0.0 0.0 82.7 2.604
70.67 0.0 1.57 5.36 13.07 0.0 0.0 4.25 0.0 3.66 0.0 0.0 0.0 82.9 2.601
70.64 0.0 1.72 5.2 13.29 0.0 0.0 4.12 0.0 3.74 0.0 0.0 0.0 81.5 2.595
70.39 0.0 1.84 5.0 13.43 0.0 0.0 4.09 0.0 4.02 0.0 0.0 0.0 82.7 2.605
70.76 0.0 1.83 4.65 13.19 0.0 0.0 3.83 0.0 4.24 0.0 0.0 0.0 81.8 2.612
70.19 0.0 1.78 5.32 13.46 0.0 0.0 3.41 0.0 3.77 0.0 0.0 0.75 83.2 2.611
70.74 0.0 1.78 4.98 13.3 0.0 0.0 3.7 0.0 4.14 0.0 0.0 0.0 82.3 2.609
70.37 0.0 1.98 5.2 13.11 0.0 0.0 3.72 0.0 3.86 0.0 0.0 0.49 82.3 2.61
71.29 0.0 1.95 5.5 11.52 0.0 0.0 4.29 0.0 4.43 0.0 0.0 0.0 81.3 2.611
71.61 0.0 1.53 5.52 11.55 0.0 0.0 4.33 0.0 4.04 0.0 0.0 0.0 81.8 2.609
72.86 0.0 0.28 3.91 11.08 0.0 0.0 7.28 0.0 4.04 0.0 0.0 0.0 83.8 2.596
71.28 0.0 2.59 5.7 12.57 0.0 0.0 3.07 0.0 3.49 0.0 0.0 0.0 80.9 2.574
71.33 0.0 2.2 5.31 12.54 0.0 0.0 3.76 0.0 3.13 0.0 0.0 0.0 81.7 2.574
71.31 0.0 2.37 5.24 12.59 0.0 0.0 3.7 0.0 3.26 0.0 0.0 0.0 81.7 2.572
72.29 0.0 0.83 9.97 12.28 0.0 0.0 1.09 0.0 3.01 0.0 0.0 0.0 82.0 2.576
70.36 0.0 2.91 5.11 12.52 0.0 0.0 3.95 0.0 3.83 0.0 0.0 0.0 80.7 2.584
72.31 0.0 0.44 4.68 12.25 0.0 0.0 5.02 0.0 2.9 0.0 0.0 0.0 84.5 2.596
72.68 0.0 0.45 4.77 12.46 0.0 0.0 5.08 0.0 3.16 0.0 0.0 0.0 84.1 2.582
72.18 0.0 0.6 4.78 12.05 0.0 0.0 5.41 0.0 3.16 0.0 0.0 0.0 83.8 2.593
71.93 0.0 0.66 5.19 12.34 0.0 0.0 4.97 0.0 3.35 0.0 0.0 0.0 83.65 2.5955
72.68 0.0 0.19 4.1 11.4 0.0 0.0 6.41 0.0 2.95 0.0 0.0 0.0 84.0 2.595
68.0 0.0 10.0 2.0 15.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 79.0 2.38
68.7 0.0 14.9 1.4 10.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 69.0 2.31
69.72 0.0 14.99 0.0 9.99 0.0 0.0 5.0 0.0 0.0 0.0 0.0 0.0 68.0 2.28
70.0 0.0 15.0 1.0 10.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 68.0 2.28
70.0 0.0 15.0 2.0 10.0 0.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 67.0 2.28
67.0 0.05 1.46 8.98 13.5 0.0 0.0 9.01 0.0 0.0 0.0 0.0 0.0 91.0 2.5
63.5 0.02 3.78 11.73 13.55 0.0 0.0 5.71 0.0 1.07 0.0 0.0 0.0 85.0 2.57
66.02 0.05 0.46 6.79 12.14 0.0 0.0 12.6 0.0 0.41 0.0 0.0 0.0 91.0 2.57
68.48 0.0 14.86 1.4 9.97 0.0 0.0 3.99 0.0 0.0 0.0 0.0 0.0 69.0 2.31
66.0 0.0 5.0 8.7 13.0 0.0 0.0 6.3 0.0 0.0 0.0 0.0 0.0 84.0 2.48
66.7 0.0 4.6 7.2 12.5 0.0 0.0 8.0 0.0 0.0 0.0 0.0 0.0 84.4 2.47
58.1 16.58 3.6 0.04 16.39 0.03 0.0 2.53 0.0 0.0 0.0 0.0 0.0 68.9862 2.421
61.35 14.74 3.7 0.04 15.01 0.03 0.0 2.51 0.0 0.0 0.0 0.0 0.0 67.9788 2.406
63.25 13.74 3.1 0.05 14.61 0.03 0.0 2.55 0.0 0.0 0.0 0.0 0.0 65.9847 2.397
67.29 14.15 2.53 0.05 12.06 0.01 0.0 3.8 0.0 0.0 0.0 0.0 0.0 70.725 2.418
66.22 13.07 3.62 0.05 12.72 0.96 0.0 2.85 0.0 0.0 0.0 0.0 0.4 70.0557 2.418
66.27 14.11 3.54 0.05 12.74 0.01 0.0 2.27 0.0 0.0 0.0 0.0 0.9 69.8073 2.425
67.23 13.91 3.63 0.05 12.72 0.01 0.0 2.34 0.0 0.0 0.0 0.0 0.0 69.0 2.404
67.61 13.96 3.64 0.06 12.24 0.04 0.0 2.35 0.0 0.0 0.0 0.0 0.0 69.4002 2.406
67.05 13.55 3.99 0.03 12.56 0.01 0.0 2.05 0.0 0.0 0.0 0.0 0.65 69.5451 2.412
67.45 13.5 4.07 0.03 12.46 0.01 0.0 2.38 0.0 0.0 0.0 0.0 0.0 69.0759 2.398
72.25 0.0 0.0 0.0 11.22 0.0 0.21 16.32 0.0 0.0 0.0 0.0 0.0 87.1 2.446
74.69 0.0 0.0 8.61 11.6 0.0 0.21 4.89 0.0 0.0 0.0 0.0 0.0 82.4 2.447
71.97 0.02 0.0 0.72 11.47 0.0 10.15 5.67 0.0 0.0 0.0 0.0 0.0 81.3 2.385
64.96 15.75 0.0 0.0 7.18 0.0 0.0 12.11 0.0 0.0 0.0 0.0 0.0 72.0 2.46
65.47 13.89 0.0 0.0 8.44 0.0 0.0 12.2 0.0 0.0 0.0 0.0 0.0 75.0 2.46
60.81 15.72 0.0 0.0 8.36 0.0 0.0 15.11 0.0 0.0 0.0 0.0 0.0 75.0 2.48
62.79 13.75 0.0 0.0 8.36 0.0 0.0 15.1 0.0 0.0 0.0 0.0 0.0 75.0 2.47
61.45 17.88 0.0 0.0 8.45 0.0 0.0 12.22 0.0 0.0 0.0 0.0 0.0 73.0 2.48
66.96 13.77 0.0 0.0 7.17 0.0 0.0 12.1 0.0 0.0 0.0 0.0 0.0 73.0 2.45
68.41 13.66 0.0 0.0 5.93 0.0 0.0 12.0 0.0 0.0 0.0 0.0 0.0 72.0 2.44
67.45 12.5 0.0 0.0 5.26 0.0 0.0 14.79 0.0 0.0 0.0 0.0 0.0 73.0 2.44
67.96 10.66 0.0 0.0 6.48 0.0 0.0 14.9 0.0 0.0 0.0 0.0 0.0 75.0 2.44
66.7 14.7 0.0 0.0 6.55 0.0 0.0 12.05 0.0 0.0 0.0 0.0 0.0 76.0 2.45
64.96 15.75 0.0 0.0 7.18 0.0 0.0 12.11 0.0 0.0 0.0 0.0 0.0 77.0 2.47
65.28 14.84 0.0 0.0 7.21 0.0 0.0 12.17 0.0 0.0 0.0 0.0 0.0 78.0 2.51
65.61 13.91 0.0 0.0 7.25 0.0 0.0 12.23 0.0 0.0 0.0 0.0 0.0 75.0 2.48
65.64 15.91 0.0 0.0 7.25 0.0 0.0 10.7 0.0 0.0 0.0 0.0 0.0 76.0 2.51
69.57 13.09 0.0 0.0 6.73 1.32 0.0 9.29 0.0 0.0 0.0 0.0 0.0 71.0 2.44
70.84 0.0 1.97 5.13 13.11 0.0 0.0 3.32 0.0 3.86 0.0 0.0 0.49 82.0 2.606
70.59 0.0 1.63 5.22 13.02 0.0 0.0 4.36 0.0 3.85 0.0 0.0 0.0 82.9 2.605
70.29 0.0 2.01 5.0 13.38 0.0 0.0 4.1 0.0 3.99 0.0 0.0 0.0 82.5 2.603
70.34 0.0 2.1 5.18 13.34 0.0 0.0 3.88 0.0 3.88 0.0 0.0 0.0 82.3 2.597
70.72 0.0 1.75 5.18 13.33 0.0 0.0 3.87 0.0 3.86 0.0 0.0 0.0 82.6 2.6
70.33 0.0 1.75 5.21 13.43 0.0 0.0 4.0 0.0 3.93 0.0 0.0 0.0 82.8 2.607
69.29 0.0 1.77 5.48 13.98 0.0 0.0 3.78 0.0 3.61 0.0 0.0 0.0 83.0 2.621
70.72 0.0 1.65 5.29 13.05 0.0 0.0 4.12 0.0 3.82 0.0 0.0 0.0 82.7 2.596
70.55 0.0 1.65 5.92 13.26 0.0 0.0 3.61 0.0 3.62 0.0 0.0 0.0 83.0 2.598
69.89 0.0 1.58 5.16 13.28 0.0 0.0 5.24 0.0 3.66 0.0 0.0 0.0 83.6 2.604
69.72 0.0 1.54 5.15 13.29 0.0 0.0 5.49 0.0 3.57 0.0 0.0 0.0 84.3 2.605
70.62 0.0 1.55 5.8 13.19 0.0 0.0 3.62 0.0 3.49 0.0 0.0 0.0 82.7 2.602
70.39 0.0 1.77 5.26 13.36 0.0 0.0 4.11 0.0 3.79 0.0 0.0 0.0 82.9 2.602
70.63 0.0 1.97 5.25 13.18 0.0 0.0 3.77 0.0 3.9 0.0 0.0 0.0 82.0 2.599
70.14 0.0 1.63 5.36 13.35 0.0 0.0 4.7 0.0 3.53 0.0 0.0 0.0 83.7 2.598
70.45 0.0 1.66 5.52 13.3 0.0 0.0 4.23 0.0 3.52 0.0 0.0 0.0 83.2 2.598
70.43 0.0 1.85 5.29 13.46 0.0 0.0 3.76 0.0 3.91 0.0 0.0 0.0 82.0 2.599
69.86 0.0 1.88 5.29 13.61 0.0 0.0 4.17 0.0 3.86 0.0 0.0 0.0 83.2 2.619
70.19 0.0 1.78 5.31 13.46 0.0 0.0 3.66 0.0 3.77 0.0 0.0 0.5 83.5 2.609
70.19 0.0 1.79 5.31 13.46 0.0 0.0 3.15 0.0 3.77 0.0 0.0 1.0 82.8 2.616
69.65 0.0 1.73 5.7 13.91 0.0 0.0 2.87 0.0 3.29 0.0 0.0 0.0 82.8 2.623
70.78 0.0 1.34 5.66 13.01 0.0 0.0 4.87 0.0 2.59 0.0 0.0 0.0 84.7 2.577
66.5 0.0 5.37 6.5 12.47 0.0 0.0 6.4 0.0 0.03 0.0 0.0 0.0 82.1 2.5
66.54 0.0 5.51 6.88 12.57 0.0 0.0 5.53 0.0 0.03 0.0 0.0 0.0 81.6 2.5
63.77 11.37 0.0 12.84 0.06 0.006335 0.0 6.35 0.0 0.0 5.38 0.0 0.0 84.1 2.619
62.33 11.49 0.0 13.03 4.22 0.006462 0.0 6.27 0.0 0.0 2.36 0.0 0.0 80.8 2.594
67.24 9.89 0.0 9.95 2.99 0.00644 0.0 6.22 0.0 0.0 3.49 0.0 0.0 79.2 2.551
65.9 9.87 0.0 11.02 2.45 0.006424 0.0 6.34 0.0 0.0 4.17 0.0 0.0 80.8 2.572
62.17 9.82 0.0 13.0 0.05 0.00639 0.0 6.51 0.0 0.0 8.15 0.0 0.0 84.5 2.661
68.16 11.38 0.0 10.58 2.02 0.006384 0.0 6.62 0.0 0.0 0.0 0.0 0.0 78.3 2.554
69.07 11.7 0.0 9.17 1.11 0.006411 0.0 6.77 0.0 0.0 0.0 0.0 0.0 79.3 2.568
64.03 16.81 0.0 0.0 12.44 0.0 0.0 0.02 0.0 0.0 0.0 0.0 4.37 68.8 2.493
63.21 17.63 0.0 0.0 11.57 0.0 0.0 0.02 0.0 0.0 0.0 0.0 5.59 68.3 2.514
63.62 15.48 0.0 0.0 12.85 0.0 1.42 0.02 0.0 0.0 0.0 0.0 4.12 71.6 2.492
63.73 13.93 0.0 0.0 14.82 0.0 2.96 2.08 0.0 0.0 0.0 0.0 0.0 73.5 2.428
63.92 13.46 0.0 0.0 15.29 0.0 3.46 0.02 0.0 0.0 0.0 0.0 1.56 73.91 2.446
63.65 10.93 0.0 0.0 15.68 0.0 6.07 0.02 0.0 0.0 0.0 0.0 1.17 76.32 2.434
63.84 8.96 0.0 0.0 16.47 0.0 7.84 0.02 0.0 0.0 0.0 0.0 0.39 78.05 2.431
69.0 31.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 60.01 2.393
63.1 31.4 0.0 0.0 5.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 63.74 2.408
58.64 30.77 0.0 0.0 10.59 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 67.96 2.429
51.3 32.9 0.0 0.0 15.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.08 2.435
47.9 31.1 0.0 0.0 21.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.55 2.436
53.2 41.3 0.0 0.0 5.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 64.2 2.471
52.3 37.1 0.0 0.0 10.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 66.89 2.446
52.9 25.7 0.0 0.0 21.4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.71 2.414
42.4 41.9 0.0 0.0 15.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.88 2.467
48.1 36.0 0.0 0.0 15.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 69.66 2.45
58.5 25.6 0.0 0.0 15.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 70.97 2.407
66.44 0.0 6.64 5.32 12.07 0.0 0.0 5.64 0.0 1.74 0.0 0.0 0.0 79.29 2.521
66.1 0.0 6.92 5.27 12.44 0.0 0.0 5.29 0.0 1.57 0.0 0.0 0.0 78.94 2.517
66.23 0.0 6.61 5.28 12.12 0.0 0.0 6.2 0.0 2.07 0.0 0.0 0.0 79.36 2.522
66.44 0.0 6.84 5.25 12.18 0.0 0.0 5.14 0.0 1.51 0.0 0.0 0.0 78.88 2.519
66.65 0.0 6.56 5.29 12.21 0.0 0.0 5.26 0.0 1.58 0.0 0.0 0.0 79.08 2.523
66.66 0.0 7.19 5.18 12.19 0.0 0.0 4.63 0.0 1.58 0.0 0.0 0.0 77.84 2.511
66.77 0.0 5.92 5.32 11.78 0.0 0.0 6.51 0.0 1.33 0.0 0.0 0.0 80.67 2.524
66.44 0.0 6.73 5.31 12.2 0.0 0.0 5.54 0.0 1.59 0.0 0.0 0.0 80.67 2.516
66.64 0.0 6.52 5.27 12.17 0.0 0.0 5.78 0.0 2.07 0.0 0.0 0.0 79.15 2.519
66.82 0.0 7.05 5.19 12.13 0.0 0.0 4.49 0.0 2.12 0.0 0.0 0.0 77.63 2.52
66.6 0.0 6.56 5.24 12.07 0.0 0.0 5.92 0.0 2.06 0.0 0.0 0.0 78.6 2.519
66.72 0.0 6.69 5.17 12.2 0.0 0.0 5.36 0.0 2.16 0.0 0.0 0.0 78.39 2.518
66.69 0.0 6.88 4.9 12.39 0.0 0.0 4.88 0.0 2.34 0.0 0.0 0.0 79.01 2.528
66.57 0.0 6.5 5.23 12.1 0.0 0.0 6.0 0.0 2.06 0.0 0.0 0.0 79.57 2.521
66.16 0.0 7.01 4.07 12.27 0.0 0.0 5.23 0.0 2.33 0.0 0.0 0.0 77.98 2.543
66.19 0.0 6.68 5.33 12.18 0.0 0.0 5.56 0.0 1.61 0.0 0.0 0.0 79.63 2.524
66.72 0.0 6.44 5.23 12.28 0.0 0.0 5.77 0.0 1.83 0.0 0.0 0.0 79.84 2.516
65.99 0.0 6.79 5.32 11.75 0.0 0.0 5.76 0.0 2.44 0.0 0.0 0.0 77.91 2.528
66.46 0.0 6.46 5.28 11.96 0.0 0.0 5.84 0.0 1.45 0.0 0.0 0.0 79.57 2.523
54.64 15.78 0.0 0.09 21.33 0.0 0.0 7.99 0.0 0.0 0.0 0.0 0.0 80.03 2.513
52.02 15.82 0.0 0.09 23.97 0.0 0.0 7.93 0.0 0.0 0.0 0.0 0.0 81.46 2.513
54.7 15.66 0.0 0.0 21.36 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.12 79.22 2.623
52.01 15.74 0.0 0.0 24.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.04 81.82 2.636
54.26 15.7 0.0 8.4 21.34 0.0 0.0 0.13 0.0 0.0 0.0 0.0 0.0 79.64 2.537
51.82 15.81 0.0 8.11 23.97 0.0 0.0 0.13 0.0 0.0 0.0 0.0 0.0 80.17 2.547
60.27 15.6 0.0 0.0 15.98 0.0 0.0 0.0 0.0 7.99 0.0 0.0 0.0 77.92 2.764
62.16 0.06 0.0 19.16 8.8 0.05 0.0 9.3 0.0 0.0 0.37 0.0 0.0 87.93 2.63
62.1 0.06 0.0 18.36 8.95 0.05 0.0 10.01 0.0 0.0 0.37 0.0 0.0 88.38 2.63
62.0 0.06 0.0 18.18 9.03 0.05 0.0 10.22 0.0 0.0 0.36 0.0 0.0 87.9 2.63
62.01 0.06 0.0 17.8 9.08 0.05 0.0 10.54 0.0 0.0 0.36 0.0 0.0 88.1 2.62
61.28 0.06 0.0 17.51 9.02 0.05 1.04 10.58 0.0 0.0 0.36 0.0 0.0 87.9 2.62
61.28 0.07 0.0 17.25 9.04 0.06 1.1 10.74 0.0 0.0 0.36 0.0 0.0 88.02 2.62
61.16 0.07 0.0 17.23 9.02 0.06 1.26 10.75 0.0 0.0 0.35 0.0 0.0 88.58 2.62
61.8 0.08 0.0 16.84 9.1 0.06 1.37 10.31 0.0 0.0 0.34 0.0 0.0 88.86 2.6
61.83 0.08 0.0 16.88 9.1 0.06 1.43 10.18 0.0 0.0 0.34 0.0 0.0 88.86 2.61
61.78 0.08 0.0 16.93 9.1 0.06 1.45 10.16 0.0 0.0 0.34 0.0 0.0 88.82 2.61
69.05 13.84 0.0 0.0 10.48 0.0 1.0 5.47 0.0 0.0 0.0 0.0 0.0 77.349 2.435
69.76 13.99 0.0 0.0 10.56 0.0 0.0 5.52 0.0 0.0 0.0 0.0 0.0 78.453 2.44
68.99 13.88 0.0 0.0 10.48 0.0 0.0 5.45 0.0 0.0 0.0 0.0 1.03 82.593 2.449
68.11 13.84 0.0 0.0 10.47 0.0 0.99 5.45 0.0 0.0 0.0 0.0 0.0 80.04 2.467
68.76 13.98 0.0 0.0 10.57 0.0 0.0 5.53 0.0 0.0 0.0 0.0 0.01 81.696 2.471
67.88 13.93 0.0 0.0 10.52 0.0 0.0 5.51 0.0 0.0 0.0 0.0 1.03 82.317 2.482
67.12 13.79 0.0 0.0 10.53 0.0 1.0 5.46 0.0 0.0 0.0 0.0 0.0 73.899 2.498
67.19 12.79 0.0 0.0 10.48 0.0 1.98 5.45 0.0 0.0 0.0 0.0 0.0 74.175 2.498
67.09 10.9 0.0 0.0 10.49 0.0 3.97 5.44 0.0 0.0 0.0 0.0 0.0 72.519 2.496
63.7 10.3 0.92 0.0 15.45 0.0 5.93 0.0 0.0 0.0 0.0 0.0 1.18 75.15 2.423
63.7 9.92 1.42 0.0 15.34 0.0 5.91 0.0 0.0 0.0 0.0 0.0 1.19 74.81 2.417
63.8 9.57 1.89 0.0 15.18 0.0 5.86 0.0 0.0 0.0 0.0 0.0 1.18 74.39 2.412
63.95 8.16 3.77 0.0 14.61 0.0 5.83 0.0 0.0 0.0 0.0 0.0 1.17 72.46 2.39
63.96 7.8 4.24 0.0 14.47 0.0 5.87 0.0 0.0 0.0 0.0 0.0 1.17 72.05 2.384
63.89 7.5 4.76 0.0 14.31 0.0 5.83 0.0 0.0 0.0 0.0 0.0 1.19 71.71 2.378
64.1 6.77 5.65 0.0 14.05 0.0 5.74 0.0 0.0 0.0 0.0 0.0 1.18 70.81 2.367
63.72 6.59 0.92 0.0 16.43 0.0 9.82 0.0 0.0 0.0 0.0 0.0 0.0 77.5 2.39
63.66 6.26 1.43 0.0 16.26 0.0 9.86 0.0 0.0 0.0 0.0 0.0 0.0 76.95 2.385
63.73 5.91 1.9 0.0 16.13 0.0 9.8 0.0 0.0 0.0 0.0 0.0 0.0 76.53 2.38
63.84 5.54 2.36 0.0 15.98 0.0 9.77 0.0 0.0 0.0 0.0 0.0 0.0 76.12 2.374
63.83 7.24 1.87 0.0 16.27 0.0 7.4 0.0 0.0 0.0 0.0 0.0 0.96 76.26 2.402
63.69 8.75 0.97 0.0 16.68 0.0 7.4 0.0 0.0 0.0 0.0 0.0 0.0 76.19 2.396
65.73 8.95 2.35 0.0 14.53 0.0 5.95 0.0 0.0 0.0 0.0 0.0 0.0 73.5 2.402
66.64 3.31 4.84 0.0 12.8 0.0 9.9 0.0 0.0 0.0 0.0 0.0 0.0 72.67 2.332
56.72 0.14 1.55 1.97 22.65 0.16 3.38 12.7 0.0 0.0 0.46 0.0 0.0 96.01 2.565
64.15 0.42 0.0 1.71 18.98 0.13 3.31 10.74 0.0 0.0 0.37 0.0 0.0 92.95 2.515
60.76 0.44 1.15 1.77 21.12 0.15 3.23 10.75 0.0 0.0 0.42 0.0 0.0 94.52 2.531
59.9 0.19 0.55 3.25 22.87 0.18 6.5 5.93 0.0 0.0 0.39 0.0 0.0 89.5 2.516
61.48 0.86 0.58 3.96 18.39 0.17 6.89 3.34 0.0 2.43 0.28 0.0 0.0 87.45 2.681
62.1 0.19 0.0 10.73 9.8 0.06 1.28 13.3 0.0 0.0 0.49 0.0 0.0 92.1 2.63
62.04 0.05 0.0 5.97 10.1 0.07 2.15 17.84 0.0 0.0 0.39 0.0 0.0 93.8 2.65
64.13 0.05 0.0 6.37 10.95 0.07 2.12 14.42 0.0 0.0 0.44 0.0 0.0 92.0 2.62
63.53 13.76 6.05 0.07 14.98 0.5 0.0 0.04 0.0 0.0 0.0 0.0 0.0 63.894 2.374
64.66 13.76 6.02 0.06 14.38 0.5 0.0 0.02 0.0 0.0 0.0 0.0 0.0 64.5633 2.378
63.98 14.4 4.0 0.13 16.35 1.02 0.0 0.02 0.0 0.0 0.0 0.0 0.0 68.1099 2.406
58.07 17.49 6.08 0.08 17.66 0.5 0.0 0.02 0.0 0.0 0.0 0.0 0.0 65.688 2.412
67.14 13.43 5.76 0.05 13.24 0.26 0.0 0.02 0.0 0.0 0.0 0.0 0.0 65.2257 2.37
67.11 13.46 5.77 0.05 13.23 0.26 0.0 0.02 0.0 0.0 0.0 0.0 0.0 65.5638 2.368
67.18 13.43 5.72 0.05 13.24 0.26 0.0 0.02 0.0 0.0 0.0 0.0 0.0 65.0049 2.367
56.99 17.97 5.44 0.06 19.12 0.26 0.0 0.05 0.0 0.0 0.0 0.0 0.0 66.2607 2.426
64.19 13.22 5.95 0.13 15.36 1.02 0.0 0.02 0.0 0.0 0.0 0.0 0.0 66.0468 2.386
65.74 14.05 5.63 0.04 13.57 0.1 0.0 0.77 0.0 0.0 0.0 0.0 0.0 66.5919 2.382
67.21 13.7 5.65 0.02 12.78 0.0 0.0 0.54 0.0 0.0 0.0 0.0 0.0 65.8743 2.376
56.21 18.87 6.14 0.06 18.31 0.26 0.0 0.05 0.0 0.0 0.0 0.0 0.0 66.8955 2.432
57.42 17.17 5.35 0.05 18.59 0.26 0.0 1.06 0.0 0.0 0.0 0.0 0.0 69.0621 2.429
65.71 13.42 5.15 0.04 13.9 0.11 0.0 1.6 0.0 0.0 0.0 0.0 0.0 69.0345 2.388
